id name description species first-appearance/year-created
1 Mario Hero of the Mushroom KingdomHuman Donkey Kong 1981
2 Luigi Mario's twin brotherHuman Mario Bros. 1983
3 Bowser King of the KoopasKoopa Super Mario Bros.1985
4 Princess PeachMario's love interestHuman Super Mario Bros.1985
5 Bowser Jr. Heir to the Koopa throneKoopa Super Mario Sunshine2002
6 Princess DaisyPrincess of SarasalandHuman Super Mario Land1989
7 Toad Pricess Peach's companionToad Super Mario Bros.1988
8 Yoshi Mario's companionYoshi Super Mario World1990
9 Wario Mario's 'evil twin'Human Super Mario Land 21992
10 Waluigi Wario's pal & accompliceHuman Mario Tennis 2000
11 Rosalina Protector of the Luma creaturesHuman Super Mario Galaxy2007
12 Donkey KongKing of the jungleKong Donkey Kong 1981
13 Diddy KongDonkey Kong's trusted friendKong Donkey Kong Country1994
